SYMB,MM/DD/YY,NAV
IBFEB1999,12/1/1999,102.96
IBMAR1999,12/1/1999,102.52
IBAPR1999,12/1/1999,102.08
IBMAY1999,12/1/1999,101.68
IBJUN1999,12/1/1999,101.24
IBJUL1999,12/1/1999,100
IBAUG1999,12/1/1999,100
IBSEP1999,12/1/1999,100
IBOCT1999,12/1/1999,100
IBNOV1999,12/1/1999,100
IBDEC1999,12/1/1999,100
IBSEP1998,12/1/1999,104.96
IBOCT1998,12/1/1999,104.52
IBNOV1998,12/1/1999,104.24
IBDEC1998,12/1/1999,103.80
IBJAN1999,1/1/2000,103.80
IBFEB1999,1/1/2000,103.36
IBMAR1999,1/1/2000,102.96
IBAPR1999,1/1/2000,102.52
IBMAY1999,1/1/2000,102.08
IBJUN1999,1/1/2000,101.68
IBJUL1999,1/1/2000,101.24
IBAUG1999,1/1/2000,100
IBSEP1999,1/1/2000,100
IBOCT1999,1/1/2000,100
IBNOV1999,1/1/2000,100
IBDEC1999,1/1/2000,100
IBSEP1998,1/1/2000,105.40
IBOCT1998,1/1/2000,104.96
IBNOV1998,1/1/2000,104.68
IBDEC1998,1/1/2000,104.24
IBJAN2000,1/1/2000,100
IBJAN1999,2/1/2000,104.24
IBFEB1999,2/1/2000,103.80
IBMAR1999,2/1/2000,103.36
IBAPR1999,2/1/2000,102.96
IBMAY1999,2/1/2000,102.52
IBJUN1999,2/1/2000,102.08
IBJUL1999,2/1/2000,101.68
IBAUG1999,2/1/2000,101.24
IBSEP1999,2/1/2000,100
IBOCT1999,2/1/2000,100
IBNOV1999,2/1/2000,100
IBDEC1999,2/1/2000,100
IBSEP1998,2/1/2000,105.84
IBOCT1998,2/1/2000,105.40
IBNOV1998,2/1/2000,105.12
IBDEC1998,2/1/2000,104.68
IBJAN2000,2/1/2000,100
IBFEB2000,2/1/2000,100
IBJAN1999,3/1/2000,104.68
IBFEB1999,3/1/2000,104.24
IBMAR1999,3/1/2000,103.80
IBAPR1999,3/1/2000,103.36
IBMAY1999,3/1/2000,103.08
IBJUN1999,3/1/2000,102.52
IBJUL1999,3/1/2000,102.08
IBAUG1999,3/1/2000,101.68
IBSEP1999,3/1/2000,101.24
IBOCT1999,3/1/2000,100
IBNOV1999,3/1/2000,100
IBDEC1999,3/1/2000,100
IBJAN2000,3/1/2000,100
IBFEB2000,3/1/2000,100
IBMAR2000,3/1/2000,100
IBSEP1998,3/1/2000,106.32
IBOCT1998,3/1/2000,105.84
IBNOV1998,3/1/2000,105.72
IBDEC1998,3/1/2000,105.12
IBJAN2000,4/1/2000,100
IBFEB2000,4/1/2000,100
IBMAR2000,4/1/2000,100
IBAPR2000,4/1/2000,100
IBJAN1999,4/1/2000,105.12
IBFEB1999,4/1/2000,104.68
IBMAR1999,4/1/2000,104.24
IBAPR1999,4/1/2000,103.80
IBMAY1999,4/1/2000,103.68
IBJUN1999,4/1/2000,103.08
IBJUL1999,4/1/2000,102.52
IBAUG1999,4/1/2000,102.08
IBSEP1999,4/1/2000,101.68
IBOCT1999,4/1/2000,101.24
IBNOV1999,4/1/2000,100
IBDEC1999,4/1/2000,100
IBSEP1998,4/1/2000,106.76
IBOCT1998,4/1/2000,106.32
IBNOV1998,4/1/2000,106.32
IBDEC1998,4/1/2000,105.72
IBJAN1999,5/1/2000,105.72
IBFEB1999,5/1/2000,105.12
IBMAR1999,5/1/2000,104.68
IBAPR1999,5/1/2000,104.24
IBMAY1999,5/1/2000,104.28
IBJUN1999,5/1/2000,103.68
IBJUL1999,5/1/2000,103.08
IBAUG1999,5/1/2000,102.52
IBSEP1999,5/1/2000,102.08
IBOCT1999,5/1/2000,101.68
IBNOV1999,5/1/2000,101.72
IBDEC1999,5/1/2000,100
IBJAN2000,5/1/2000,100
IBFEB2000,5/1/2000,100
IBMAR2000,5/1/2000,100
IBAPR2000,5/1/2000,100
IBMAY2000,5/1/2000,100
IBSEP1998,5/1/2000,107.2
IBOCT1998,5/1/2000,106.76
IBNOV1998,5/1/2000,106.92
IBDEC1998,5/1/2000,106.32
IBJAN2000,6/1/2000,100
IBFEB2000,6/1/2000,100
IBMAR2000,6/1/2000,100
IBAPR2000,6/1/2000,100
IBMAY2000,6/1/2000,100
IBJUN2000,6/1/2000,100
IBJAN1999,6/1/2000,106.32
IBFEB1999,6/1/2000,105.72
IBMAR1999,6/1/2000,105.12
IBAPR1999,6/1/2000,104.68
IBMAY1999,6/1/2000,104.84
IBJUN1999,6/1/2000,104.28
IBJUL1999,6/1/2000,103.68
IBAUG1999,6/1/2000,103.08
IBSEP1999,6/1/2000,102.52
IBOCT1999,6/1/2000,102.08
IBNOV1999,6/1/2000,102.32
IBDEC1999,6/1/2000,101.72
IBSEP1998,6/1/2000,107.68
IBOCT1998,6/1/2000,107.2
IBNOV1998,6/1/2000,107.52
IBDEC1998,6/1/2000,106.92
IBJAN2000,7/1/2000,101.72
IBFEB2000,7/1/2000,100
IBMAR2000,7/1/2000,100
IBAPR2000,7/1/2000,100
IBMAY2000,7/1/2000,100
IBJUN2000,7/1/2000,100
IBJUL2000,7/1/2000,100
IBJAN1999,7/1/2000,106.92
IBFEB1999,7/1/2000,106.32
IBMAR1999,7/1/2000,105.72
IBAPR1999,7/1/2000,105.12
IBMAY1999,7/1/2000,105.44
IBJUN1999,7/1/2000,104.84
IBJUL1999,7/1/2000,104.28
IBAUG1999,7/1/2000,103.68
IBSEP1999,7/1/2000,103.08
IBOCT1999,7/1/2000,102.52
IBNOV1999,7/1/2000,102.88
IBDEC1999,7/1/2000,102.32
IBSEP1998,7/1/2000,108.28
IBOCT1998,7/1/2000,107.68
IBNOV1998,7/1/2000,108.12
IBDEC1998,7/1/2000,107.52
IBJAN2000,8/1/2000,102.32
IBFEB2000,8/1/2000,101.72
IBMAR2000,8/1/2000,100
IBAPR2000,8/1/2000,100
IBMAY2000,8/1/2000,100
IBJUN2000,8/1/2000,100
IBJUL2000,8/1/2000,100
IBAUG2000,8/1/2000,100
IBJAN1999,8/1/2000,107.52
IBFEB1999,8/1/2000,106.92
IBMAR1999,8/1/2000,106.32
IBAPR1999,8/1/2000,105.72
IBMAY1999,8/1/2000,106.04
IBJUN1999,8/1/2000,105.44
IBJUL1999,8/1/2000,104.84
IBAUG1999,8/1/2000,104.28
IBSEP1999,8/1/2000,103.68
IBOCT1999,8/1/2000,103.08
IBNOV1999,8/1/2000,103.48
IBDEC1999,8/1/2000,102.88
IBSEP1998,8/1/2000,108.92
IBOCT1998,8/1/2000,108.28
IBNOV1998,8/1/2000,108.72
IBDEC1998,8/1/2000,108.12
IBJAN1999,9/1/2000,108.12
IBFEB1999,9/1/2000,107.52
IBMAR1999,9/1/2000,106.92
IBAPR1999,9/1/2000,106.32
IBMAY1999,9/1/2000,106.68
IBJUN1999,9/1/2000,106.04
IBJUL1999,9/1/2000,105.44
IBAUG1999,9/1/2000,104.84
IBSEP1999,9/1/2000,104.28
IBOCT1999,9/1/2000,103.68
IBNOV1999,9/1/2000,104.08
IBDEC1999,9/1/2000,103.48
IBSEP1998,9/1/2000,109.56
IBOCT1998,9/1/2000,108.92
IBNOV1998,9/1/2000,109.36
IBDEC1998,9/1/2000,108.72
IBJAN2000,9/1/2000,102.88
IBFEB2000,9/1/2000,102.32
IBMAR2000,9/1/2000,101.72
IBAPR2000,9/1/2000,100
IBMAY2000,9/1/2000,100
IBJUN2000,9/1/2000,100
IBJUL2000,9/1/2000,100
IBAUG2000,9/1/2000,100
IBSEP2000,9/1/2000,100
IBJAN2000,10/1/2000,103.48
IBFEB2000,10/1/2000,102.88
IBMAR2000,10/1/2000,102.32
IBAPR2000,10/1/2000,101.72
IBMAY2000,10/1/2000,100
IBJUN2000,10/1/2000,100
IBJUL2000,10/1/2000,100
IBAUG2000,10/1/2000,100
IBSEP2000,10/1/2000,100
IBOCT2000,10/1/2000,100
IBJAN1999,10/1/2000,108.72
IBFEB1999,10/1/2000,108.12
IBMAR1999,10/1/2000,107.52
IBAPR1999,10/1/2000,106.92
IBMAY1999,10/1/2000,107.28
IBJUN1999,10/1/2000,106.68
IBJUL1999,10/1/2000,106.04
IBAUG1999,10/1/2000,105.44
IBSEP1999,10/1/2000,104.84
IBOCT1999,10/1/2000,104.28
IBNOV1999,10/1/2000,104.72
IBDEC1999,10/1/2000,104.08
IBSEP1998,10/1/2000,110.16
IBOCT1998,10/1/2000,109.56
IBNOV1998,10/1/2000,110.0
IBDEC1998,10/1/2000,109.36
IBJAN2000,11/1/2000,104.08
IBFEB2000,11/1/2000,103.48
IBMAR2000,11/1/2000,102.88
IBAPR2000,11/1/2000,102.32
IBMAY2000,11/1/2000,101.84
IBJUN2000,11/1/2000,100
IBJUL2000,11/1/2000,100
IBAUG2000,11/1/2000,100
IBSEP2000,11/1/2000,100
IBOCT2000,11/1/2000,100
IBNOV2000,11/1/2000,100
IBJAN1999,11/1/2000,109.36
IBFEB1999,11/1/2000,108.72
IBMAR1999,11/1/2000,108.12
IBAPR1999,11/1/2000,107.52
IBMAY1999,11/1/2000,107.92
IBJUN1999,11/1/2000,107.28
IBJUL1999,11/1/2000,106.68
IBAUG1999,11/1/2000,106.04
IBSEP1999,11/1/2000,105.44
IBOCT1999,11/1/2000,104.84
IBNOV1999,11/1/2000,105.36
IBDEC1999,11/1/2000,104.72
IBSEP1998,11/1/2000,110.8
IBOCT1998,11/1/2000,110.16
IBNOV1998,11/1/2000,110.64
IBDEC1998,11/1/2000,110.0
IBJAN2000,12/1/2000,104.72
IBFEB2000,12/1/2000,104.08
IBMAR2000,12/1/2000,103.48
IBAPR2000,12/1/2000,102.88
IBMAY2000,12/1/2000,102.48
IBJUN2000,12/1/2000,101.84
IBJUL2000,12/1/2000,100
IBAUG2000,12/1/2000,100
IBSEP2000,12/1/2000,100
IBOCT2000,12/1/2000,100
IBNOV2000,12/1/2000,100
IBDEC2000,12/1/2000,100
IBJAN1999,12/1/2000,110.0
IBFEB1999,12/1/2000,109.36
IBMAR1999,12/1/2000,108.72
IBAPR1999,12/1/2000,108.12
IBMAY1999,12/1/2000,108.56
IBJUN1999,12/1/2000,107.92
IBJUL1999,12/1/2000,107.28
IBAUG1999,12/1/2000,106.68
IBSEP1999,12/1/2000,106.04
IBOCT1999,12/1/2000,105.44
IBNOV1999,12/1/2000,105.96
IBDEC1999,12/1/2000,105.36
IBSEP1998,12/1/2000,111.44
IBOCT1998,12/1/2000,110.8
IBNOV1998,12/1/2000,111.32
IBDEC1998,12/1/2000,110.64
IBJAN2001,1/1/2001,100
IBJAN2000,1/1/2001,105.36
IBFEB2000,1/1/2001,104.72
IBMAR2000,1/1/2001,104.08
IBAPR2000,1/1/2001,103.48
IBMAY2000,1/1/2001,103.12
IBJUN2000,1/1/2001,102.48
IBJUL2000,1/1/2001,101.84
IBAUG2000,1/1/2001,100
IBSEP2000,1/1/2001,100
IBOCT2000,1/1/2001,100
IBNOV2000,1/1/2001,100
IBDEC2000,1/1/2001,100
IBJAN1999,1/1/2001,110.64
IBFEB1999,1/1/2001,110.0
IBMAR1999,1/1/2001,109.36
IBAPR1999,1/1/2001,108.72
IBMAY1999,1/1/2001,109.2
IBJUN1999,1/1/2001,108.56
IBJUL1999,1/1/2001,107.92
IBAUG1999,1/1/2001,107.28
IBSEP1999,1/1/2001,106.68
IBOCT1999,1/1/2001,106.04
IBNOV1999,1/1/2001,106.60
IBDEC1999,1/1/2001,105.96
IBSEP1998,1/1/2001,112.12
IBOCT1998,1/1/2001,111.44
IBNOV1998,1/1/2001,111.96
IBDEC1998,1/1/2001,111.32
IBJAN2000,2/1/2001,105.96
IBFEB2000,2/1/2001,105.36
IBMAR2000,2/1/2001,104.72
IBAPR2000,2/1/2001,104.08
IBMAY2000,2/1/2001,103.76
IBJUN2000,2/1/2001,103.12
IBJUL2000,2/1/2001,102.48
IBAUG2000,2/1/2001,101.84
IBSEP2000,2/1/2001,100
IBOCT2000,2/1/2001,100
IBNOV2000,2/1/2001,100
IBDEC2000,2/1/2001,100
IBJAN1999,2/1/2001,111.32
IBFEB1999,2/1/2001,110.64
IBMAR1999,2/1/2001,110.0
IBAPR1999,2/1/2001,109.36
IBMAY1999,2/1/2001,109.84
IBJUN1999,2/1/2001,109.2
IBJUL1999,2/1/2001,108.56
IBAUG1999,2/1/2001,107.92
IBSEP1999,2/1/2001,107.28
IBOCT1999,2/1/2001,106.68
IBNOV1999,2/1/2001,107.24
IBDEC1999,2/1/2001,106.60
IBSEP1998,2/1/2001,112.76
IBOCT1998,2/1/2001,112.12
IBNOV1998,2/1/2001,112.64
IBDEC1998,2/1/2001,111.96
IBJAN2001,2/1/2001,100
IBFEB2001,2/1/2001,100
IBJAN2001,3/1/2001,100
IBFEB2001,3/1/2001,100
IBMAR2001,3/1/2001,100
IBJAN2000,3/1/2001,106.60
IBFEB2000,3/1/2001,105.96
IBMAR2000,3/1/2001,105.36
IBAPR2000,3/1/2001,104.72
IBMAY2000,3/1/2001,104.32
IBJUN2000,3/1/2001,103.76
IBJUL2000,3/1/2001,103.12
IBAUG2000,3/1/2001,102.48
IBSEP2000,3/1/2001,101.84
IBOCT2000,3/1/2001,100
IBNOV2000,3/1/2001,100
IBDEC2000,3/1/2001,100
IBJAN1999,3/1/2001,111.96
IBFEB1999,3/1/2001,111.32
IBMAR1999,3/1/2001,110.64
IBAPR1999,3/1/2001,110.0
IBMAY1999,3/1/2001,110.4
IBJUN1999,3/1/2001,109.84
IBJUL1999,3/1/2001,109.2
IBAUG1999,3/1/2001,108.56
IBSEP1999,3/1/2001,107.92
IBOCT1999,3/1/2001,107.28
IBNOV1999,3/1/2001,107.80
IBDEC1999,3/1/2001,107.24
IBSEP1998,3/1/2001,113.44
IBOCT1998,3/1/2001,112.76
IBNOV1998,3/1/2001,113.24
IBDEC1998,3/1/2001,112.64
IBJAN2001,4/1/2001,100
IBFEB2001,4/1/2001,100
IBMAR2001,4/1/2001,100
IBAPR2001,4/1/2001,100
IBJAN2000,4/1/2001,107.24
IBFEB2000,4/1/2001,106.60
IBMAR2000,4/1/2001,105.96
IBAPR2000,4/1/2001,105.36
IBMAY2000,4/1/2001,104.92
IBJUN2000,4/1/2001,104.32
IBJUL2000,4/1/2001,103.76
IBAUG2000,4/1/2001,103.12
IBSEP2000,4/1/2001,102.48
IBOCT2000,4/1/2001,101.84
IBNOV2000,4/1/2001,100
IBDEC2000,4/1/2001,100
IBJAN1999,4/1/2001,112.64
IBFEB1999,4/1/2001,111.96
IBMAR1999,4/1/2001,111.32
IBAPR1999,4/1/2001,110.64
IBMAY1999,4/1/2001,111.00
IBJUN1999,4/1/2001,110.4
IBJUL1999,4/1/2001,109.84
IBAUG1999,4/1/2001,109.2
IBSEP1999,4/1/2001,108.56
IBOCT1999,4/1/2001,107.92
IBNOV1999,4/1/2001,108.4
IBDEC1999,4/1/2001,107.80
IBSEP1998,4/1/2001,114.12
IBOCT1998,4/1/2001,113.44
IBNOV1998,4/1/2001,113.84
IBDEC1998,4/1/2001,113.24
IBJAN2000,5/1/2001,107.80
IBFEB2000,5/1/2001,107.24
IBMAR2000,5/1/2001,106.60
IBAPR2000,5/1/2001,105.96
IBMAY2000,5/1/2001,105.48
IBJUN2000,5/1/2001,104.92
IBJUL2000,5/1/2001,104.32
IBAUG2000,5/1/2001,103.76
IBSEP2000,5/1/2001,103.12
IBOCT2000,5/1/2001,102.48
IBNOV2000,5/1/2001,101.6
IBDEC2000,5/1/2001,100
IBJAN1999,5/1/2001,113.24
IBFEB1999,5/1/2001,112.64
IBMAR1999,5/1/2001,111.96
IBAPR1999,5/1/2001,111.32
IBMAY1999,5/1/2001,111.6
IBJUN1999,5/1/2001,111.00
IBJUL1999,5/1/2001,110.4
IBAUG1999,5/1/2001,109.84
IBSEP1999,5/1/2001,109.2
IBOCT1999,5/1/2001,108.56
IBNOV1999,5/1/2001,108.96
IBDEC1999,5/1/2001,108.4
IBSEP1998,5/1/2001,114.8
IBOCT1998,5/1/2001,114.12
IBNOV1998,5/1/2001,114.44
IBDEC1998,5/1/2001,113.84
IBJAN2001,5/1/2001,100
IBFEB2001,5/1/2001,100
IBMAR2001,5/1/2001,100
IBAPR2001,5/1/2001,100
IBMAY2001,5/1/2001,100
IBJAN2001,6/1/2001,100
IBFEB2001,6/1/2001,100
IBMAR2001,6/1/2001,100
IBAPR2001,6/1/2001,100
IBMAY2001,6/1/2001,100
IBJUN2001,6/1/2001,100
IBJAN2000,6/1/2001,108.4
IBFEB2000,6/1/2001,107.80
IBMAR2000,6/1/2001,107.24
IBAPR2000,6/1/2001,106.60
IBMAY2000,6/1/2001,106.08
IBJUN2000,6/1/2001,105.48
IBJUL2000,6/1/2001,104.92
IBAUG2000,6/1/2001,104.32
IBSEP2000,6/1/2001,103.76
IBOCT2000,6/1/2001,103.12
IBNOV2000,6/1/2001,102.16
IBDEC2000,6/1/2001,101.6
IBJAN1999,6/1/2001,113.84
IBFEB1999,6/1/2001,113.24
IBMAR1999,6/1/2001,112.64
IBAPR1999,6/1/2001,111.96
IBMAY1999,6/1/2001,112.16
IBJUN1999,6/1/2001,111.6
IBJUL1999,6/1/2001,111.00
IBAUG1999,6/1/2001,110.4
IBSEP1999,6/1/2001,109.84
IBOCT1999,6/1/2001,109.2
IBNOV1999,6/1/2001,109.56
IBDEC1999,6/1/2001,108.96
IBSEP1998,6/1/2001,115.48
IBOCT1998,6/1/2001,114.8
IBNOV1998,6/1/2001,115.04
IBDEC1998,6/1/2001,114.44
IBJAN1999,7/1/2001,114.44
IBFEB1999,7/1/2001,113.84
IBMAR1999,7/1/2001,113.24
IBAPR1999,7/1/2001,112.64
IBMAY1999,7/1/2001,112.76
IBJUN1999,7/1/2001,112.16
IBJUL1999,7/1/2001,111.6
IBAUG1999,7/1/2001,111.00
IBSEP1999,7/1/2001,110.4
IBOCT1999,7/1/2001,109.84
IBNOV1999,7/1/2001,110.12
IBDEC1999,7/1/2001,109.56
IBSEP1998,7/1/2001,116.08
IBOCT1998,7/1/2001,115.48
IBNOV1998,7/1/2001,115.64
IBDEC1998,7/1/2001,115.04
IBJAN2001,7/1/2001,101.6
IBFEB2001,7/1/2001,100
IBMAR2001,7/1/2001,100
IBAPR2001,7/1/2001,100
IBMAY2001,7/1/2001,100
IBJUN2001,7/1/2001,100
IBJUL2001,7/1/2001,100
IBJAN2000,7/1/2001,108.96
IBFEB2000,7/1/2001,108.4
IBMAR2000,7/1/2001,107.80
IBAPR2000,7/1/2001,107.24
IBMAY2000,7/1/2001,106.64
IBJUN2000,7/1/2001,106.08
IBJUL2000,7/1/2001,105.48
IBAUG2000,7/1/2001,104.92
IBSEP2000,7/1/2001,104.32
IBOCT2000,7/1/2001,103.76
IBNOV2000,7/1/2001,102.68
IBDEC2000,7/1/2001,102.16
IBJAN2001,8/1/2001,102.16
IBFEB2001,8/1/2001,101.6
IBMAR2001,8/1/2001,100
IBAPR2001,8/1/2001,100
IBMAY2001,8/1/2001,100
IBJUN2001,8/1/2001,100
IBJUL2001,8/1/2001,100
IBAUG2001,8/1/2001,100
IBSEP1998,8/1/2001,116.72
IBOCT1998,8/1/2001,116.08
IBNOV1998,8/1/2001,116.24
IBDEC1998,8/1/2001,115.64
IBJAN2000,8/1/2001,109.56
IBFEB2000,8/1/2001,108.96
IBMAR2000,8/1/2001,108.4
IBAPR2000,8/1/2001,107.80
IBMAY2000,8/1/2001,107.24
IBJUN2000,8/1/2001,106.64
IBJUL2000,8/1/2001,106.08
IBAUG2000,8/1/2001,105.48
IBSEP2000,8/1/2001,104.92
IBOCT2000,8/1/2001,104.32
IBNOV2000,8/1/2001,103.24
IBDEC2000,8/1/2001,102.68
IBJAN1999,8/1/2001,115.04
IBFEB1999,8/1/2001,114.44
IBMAR1999,8/1/2001,113.84
IBAPR1999,8/1/2001,113.24
IBMAY1999,8/1/2001,113.36
IBJUN1999,8/1/2001,112.76
IBJUL1999,8/1/2001,112.16
IBAUG1999,8/1/2001,111.6
IBSEP1999,8/1/2001,111.00
IBOCT1999,8/1/2001,110.4
IBNOV1999,8/1/2001,110.72
IBDEC1999,8/1/2001,110.12
IBJAN2001,9/1/2001,102.68
IBFEB2001,9/1/2001,102.16
IBMAR2001,9/1/2001,101.6
IBAPR2001,9/1/2001,100
IBMAY2001,9/1/2001,100
IBJUN2001,9/1/2001,100
IBJUL2001,9/1/2001,100
IBAUG2001,9/1/2001,100
IBSEP2001,9/1/2001,100
IBJAN2000,9/1/2001,110.12
IBFEB2000,9/1/2001,109.56
IBMAR2000,9/1/2001,108.96
IBAPR2000,9/1/2001,108.4
IBMAY2000,9/1/2001,107.80
IBJUN2000,9/1/2001,107.24
IBJUL2000,9/1/2001,106.64
IBAUG2000,9/1/2001,106.08
IBSEP2000,9/1/2001,105.48
IBOCT2000,9/1/2001,104.92
IBNOV2000,9/1/2001,103.76
IBDEC2000,9/1/2001,103.24
IBJAN1999,9/1/2001,115.64
IBFEB1999,9/1/2001,115.04
IBMAR1999,9/1/2001,114.44
IBAPR1999,9/1/2001,113.84
IBMAY1999,9/1/2001,113.96
IBJUN1999,9/1/2001,113.36
IBJUL1999,9/1/2001,112.76
IBAUG1999,9/1/2001,112.16
IBSEP1999,9/1/2001,111.6
IBOCT1999,9/1/2001,111.00
IBNOV1999,9/1/2001,111.28
IBDEC1999,9/1/2001,110.72
IBSEP1998,9/1/2001,117.32
IBOCT1998,9/1/2001,116.72
IBNOV1998,9/1/2001,116.84
IBDEC1998,9/1/2001,116.24
IBJAN2000,10/1/2001,110.72
IBFEB2000,10/1/2001,110.12
IBMAR2000,10/1/2001,109.56
IBAPR2000,10/1/2001,108.96
IBMAY2000,10/1/2001,108.4
IBJUN2000,10/1/2001,107.80
IBJUL2000,10/1/2001,107.24
IBAUG2000,10/1/2001,106.64
IBSEP2000,10/1/2001,106.08
IBOCT2000,10/1/2001,105.48
IBNOV2000,10/1/2001,104.32
IBDEC2000,10/1/2001,103.76
IBJAN1999,10/1/2001,116.24
IBFEB1999,10/1/2001,115.64
IBMAR1999,10/1/2001,115.04
IBAPR1999,10/1/2001,114.44
IBMAY1999,10/1/2001,114.52
IBJUN1999,10/1/2001,113.96
IBJUL1999,10/1/2001,113.36
IBAUG1999,10/1/2001,112.76
IBSEP1999,10/1/2001,112.16
IBOCT1999,10/1/2001,111.6
IBNOV1999,10/1/2001,111.88
IBDEC1999,10/1/2001,111.28
IBSEP1998,10/1/2001,117.96
IBOCT1998,10/1/2001,117.32
IBNOV1998,10/1/2001,117.44
IBDEC1998,10/1/2001,116.84
IBJAN2001,10/1/2001,103.24
IBFEB2001,10/1/2001,102.68
IBMAR2001,10/1/2001,102.16
IBAPR2001,10/1/2001,101.6
IBMAY2001,10/1/2001,100
IBJUN2001,10/1/2001,100
IBJUL2001,10/1/2001,100
IBAUG2001,10/1/2001,100
IBSEP2001,10/1/2001,100
IBOCT2001,10/1/2001,100
IBJAN2001,11/1/2001,103.76
IBFEB2001,11/1/2001,103.24
IBMAR2001,11/1/2001,102.68
IBAPR2001,11/1/2001,102.16
IBMAY2001,11/1/2001,101.48
IBJUN2001,11/1/2001,100
IBJUL2001,11/1/2001,100
IBAUG2001,11/1/2001,100
IBSEP2001,11/1/2001,100
IBOCT2001,11/1/2001,100
IBNOV2001,11/1/2001,100
IBJAN2000,11/1/2001,111.28
IBFEB2000,11/1/2001,110.72
IBMAR2000,11/1/2001,110.12
IBAPR2000,11/1/2001,109.56
IBMAY2000,11/1/2001,108.96
IBJUN2000,11/1/2001,108.4
IBJUL2000,11/1/2001,107.80
IBAUG2000,11/1/2001,107.24
IBSEP2000,11/1/2001,106.64
IBOCT2000,11/1/2001,106.08
IBNOV2000,11/1/2001,104.88
IBDEC2000,11/1/2001,104.32
IBJAN1999,11/1/2001,116.84
IBFEB1999,11/1/2001,116.24
IBMAR1999,11/1/2001,115.64
IBAPR1999,11/1/2001,115.04
IBMAY1999,11/1/2001,115.12
IBJUN1999,11/1/2001,114.52
IBJUL1999,11/1/2001,113.96
IBAUG1999,11/1/2001,113.36
IBSEP1999,11/1/2001,112.76
IBOCT1999,11/1/2001,112.16
IBNOV1999,11/1/2001,112.44
IBDEC1999,11/1/2001,111.88
IBSEP1998,11/1/2001,118.60
IBOCT1998,11/1/2001,117.96
IBNOV1998,11/1/2001,118.04
IBDEC1998,11/1/2001,117.44
IBJAN2000,12/1/2001,111.88
IBFEB2000,12/1/2001,111.28
IBMAR2000,12/1/2001,110.72
IBAPR2000,12/1/2001,110.12
IBMAY2000,12/1/2001,109.56
IBJUN2000,12/1/2001,108.96
IBJUL2000,12/1/2001,108.4
IBAUG2000,12/1/2001,107.80
IBSEP2000,12/1/2001,107.24
IBOCT2000,12/1/2001,106.64
IBNOV2000,12/1/2001,105.40
IBDEC2000,12/1/2001,104.88
IBJAN1999,12/1/2001,117.44
IBFEB1999,12/1/2001,116.84
IBMAR1999,12/1/2001,116.24
IBAPR1999,12/1/2001,115.64
IBMAY1999,12/1/2001,115.72
IBJUN1999,12/1/2001,115.12
IBJUL1999,12/1/2001,114.52
IBAUG1999,12/1/2001,113.96
IBSEP1999,12/1/2001,113.36
IBOCT1999,12/1/2001,112.76
IBNOV1999,12/1/2001,113.04
IBDEC1999,12/1/2001,112.44
IBSEP1998,12/1/2001,119.24
IBOCT1998,12/1/2001,118.60
IBNOV1998,12/1/2001,118.64
IBDEC1998,12/1/2001,118.04
IBJAN2001,12/1/2001,104.32
IBFEB2001,12/1/2001,103.76
IBMAR2001,12/1/2001,103.24
IBAPR2001,12/1/2001,102.68
IBMAY2001,12/1/2001,101.96
IBJUN2001,12/1/2001,101.48
IBJUL2001,12/1/2001,100
IBAUG2001,12/1/2001,100
IBSEP2001,12/1/2001,100
IBOCT2001,12/1/2001,100
IBNOV2001,12/1/2001,100
IBDEC2001,12/1/2001,100
IBJAN2001,1/1/2002,104.88
IBFEB2001,1/1/2002,104.32
IBMAR2001,1/1/2002,103.76
IBAPR2001,1/1/2002,103.24
IBMAY2001,1/1/2002,102.48
IBJUN2001,1/1/2002,101.96
IBJUL2001,1/1/2002,101.48
IBAUG2001,1/1/2002,100
IBSEP2001,1/1/2002,100
IBOCT2001,1/1/2002,100
IBNOV2001,1/1/2002,100
IBDEC2001,1/1/2002,100
IBJAN2000,1/1/2002,112.44
IBFEB2000,1/1/2002,111.88
IBMAR2000,1/1/2002,111.28
IBAPR2000,1/1/2002,110.72
IBMAY2000,1/1/2002,110.16
IBJUN2000,1/1/2002,109.56
IBJUL2000,1/1/2002,108.96
IBAUG2000,1/1/2002,108.4
IBSEP2000,1/1/2002,107.80
IBOCT2000,1/1/2002,107.24
IBNOV2000,1/1/2002,105.96
IBDEC2000,1/1/2002,105.40
IBJAN1999,1/1/2002,118.04
IBFEB1999,1/1/2002,117.44
IBMAR1999,1/1/2002,116.84
IBAPR1999,1/1/2002,116.24
IBMAY1999,1/1/2002,116.28
IBJUN1999,1/1/2002,115.72
IBJUL1999,1/1/2002,115.12
IBAUG1999,1/1/2002,114.52
IBSEP1999,1/1/2002,113.96
IBOCT1999,1/1/2002,113.36
IBNOV1999,1/1/2002,113.64
IBDEC1999,1/1/2002,113.04
IBSEP1998,1/1/2002,119.88
IBOCT1998,1/1/2002,119.24
IBNOV1998,1/1/2002,119.24
IBDEC1998,1/1/2002,118.64
IBJAN2002,1/1/2002,100
IBJAN1999,2/1/2002,118.64
IBFEB1999,2/1/2002,118.04
IBMAR1999,2/1/2002,117.44
IBAPR1999,2/1/2002,116.84
IBMAY1999,2/1/2002,116.88
IBJUN1999,2/1/2002,116.28
IBJUL1999,2/1/2002,115.72
IBAUG1999,2/1/2002,115.12
IBSEP1999,2/1/2002,114.52
IBOCT1999,2/1/2002,113.96
IBNOV1999,2/1/2002,114.24
IBDEC1999,2/1/2002,113.64
